,Upvotes
25772,4.0
63869,702.0
153559,106.0
299790,31.0
182637,6.0
118262,114.0
158143,8.0
302872,5.0
12299,73787.0
117326,45.0
171120,2.0
3774,11.0
98300,2434.0
173080,1.0
83165,60.0
321366,76.0
112639,21.0
309587,29.0
147726,4.0
112889,181.0
265068,95.0
173112,35.0
324847,32.0
316160,209.0
5256,3.0
231402,36.0
83774,6.0
99365,182.0
238896,90.0
125750,89.0
299052,266.0
311166,18.0
317893,14.0
41179,109.0
219271,3.0
212539,95.0
200834,4.0
321679,2.0
111445,88.0
104641,15.0
254945,5.0
88855,22.0
173507,2.0
190,260.0
162283,469.0
46966,62.0
263295,21.0
245766,111.0
315196,991.0
83451,38.0
45563,6.0
42397,6.0
139064,12.0
172000,59.0
133650,6065.0
120411,3.0
16950,12.0
314526,2.0
121139,72.0
31499,19.0
167633,152.0
192758,93.0
311638,87.0
277134,5.0
301983,13.0
85799,20.0
119425,25.0
63795,191.0
158827,63.0
315642,98.0
250916,2.0
265713,430.0
29265,12.0
75062,33.0
46687,1.0
293932,0.0
271155,227.0
170318,42.0
227110,0.0
146957,399.0
188895,10.0
182395,6.0
21356,27.0
327279,22.0
261802,4.0
4166,155.0
42059,5.0
71680,4.0
62153,17.0
169656,4.0
185474,35.0
249521,49.0
243590,1346.0
62836,7.0
12443,1.0
25623,232.0
203061,87.0
116755,287.0
311310,70.0
30279,41.0
27303,0.0
230858,27.0
68107,22.0
41383,102.0
30874,10.0
100297,595.0
80995,4.0
50278,14.0
327212,0.0
241712,3.0
187653,1346.0
120507,2.0
126091,2169.0
213887,237.0
60070,16.0
242685,13.0
70095,2064.0
199980,14.0
219136,35.0
276416,53.0
5772,131.0
224741,282.0
128325,107.0
10891,11.0
78517,67.0
177732,87.0
216567,47.0
12476,89.0
258370,27.0
213894,24.0
92164,266.0
214075,4.0
295738,9.0
173866,14.0
117705,3.0
97101,0.0
144362,197.0
274106,34.0
326757,20.0
42199,9.0
324354,2.0
30950,27.0
239358,7.0
263421,193.0
221895,50.0
147927,13.0
45115,34.0
226417,43.0
151733,27.0
277450,9.0
24854,15.0
119376,49.0
280493,10.0
100034,436.0
99356,177.0
136350,284.0
197397,5.0
68280,3.0
200657,116.0
108972,1.0
252240,2894.0
7138,77.0
57231,8.0
177994,8.0
171863,647.0
53750,12.0
274886,45.0
314213,24.0
103252,3.0
57203,22.0
115647,60.0
159556,54.0
168737,6.0
156825,115.0
45016,0.0
110434,1051.0
121554,36.0
11138,21.0
197653,4.0
164652,88.0
84370,24.0
271178,14918.0
59243,29.0
3734,17.0
220575,74.0
296991,38.0
275815,517.0
78807,27.0
120281,13.0
81623,207.0
213870,29.0
277052,8.0
280421,4.0
221890,41.0
300809,0.0
248696,7966.0
64344,64.0
287962,114.0
274714,2549.0
217897,18.0
82681,24.0
187106,1.0
253868,9.0
210967,75.0
214709,2.0
139228,99.0
289217,157.0
92156,10.0
51997,15.0
305662,5.0
35543,8.0
213192,609.0
91103,167.0
124907,2187.0
240597,11.0
113412,251.0
169509,17.0
37111,76.0
106068,3.0
118600,0.0
237236,46.0
79789,24.0
305321,23.0
267202,0.0
207424,11.0
266980,67.0
288725,0.0
210637,13.0
251154,16.0
239672,59.0
100035,105.0
242336,336.0
207541,3.0
297920,7.0
122563,142.0
109281,2914.0
18813,30.0
62017,41.0
301331,8.0
113177,15.0
179031,7.0
185463,6063.0
76484,5.0
259676,19.0
197459,29.0
30899,4.0
197539,0.0
176114,2.0
271460,23.0
256637,21.0
7093,2.0
22955,120.0
141178,8.0
234936,914.0
157589,3.0
1485,2.0
204059,11.0
47647,161.0
64,2.0
275400,355.0
256569,115.0
143422,11.0
84921,16.0
19193,11.0
248375,419.0
196647,48.0
38957,23.0
272384,2.0
143079,5.0
245129,7.0
60222,9.0
288263,1.0
288556,717.0
90045,25.0
9747,115.0
87841,3.0
319862,62.0
204283,25.0
38727,82.0
133534,12.0
146297,0.0
262461,5.0
85249,6.0
206622,4.0
175615,407.0
108432,4.0
238260,7.0
211259,65.0
26603,4.0
202271,7.0
276368,1.0
139824,42.0
82708,1.0
9684,356.0
141580,99.0
76994,2.0
91735,10.0
2086,3385.0
274070,12.0
11149,8.0
3500,37.0
109199,2.0
286707,117.0
205709,315.0
254823,216.0
67453,21.0
141279,310.0
323550,1.0
74521,6.0
91248,6.0
45901,930.0
41358,6.0
116088,3.0
46349,41.0
46625,7.0
232724,1.0
293070,40.0
297722,0.0
139861,65.0
235247,9.0
235907,7.0
173452,23.0
129789,239.0
34938,17.0
229210,0.0
208989,0.0
121423,380.0
206822,715.0
148866,14.0
17934,40.0
306186,100.0
300671,276.0
149812,6.0
320311,0.0
175784,9.0
115059,68.0
237543,115.0
265989,1.0
251398,11.0
147006,41.0
24177,94.0
222083,1.0
75867,0.0
107190,24.0
135844,756.0
125455,7.0
158865,12.0
128984,28.0
298026,2.0
144709,18.0
208786,35.0
130911,15.0
291661,32.0
320620,150.0
175179,49.0
108515,34.0
266563,59.0
251450,256.0
320268,30.0
253897,228.0
281112,9.0
167193,75.0
174104,1499.0
39575,1.0
61976,131.0
15541,40.0
256381,14.0
175527,15.0
253243,5.0
44228,2.0
11274,90.0
191150,13.0
12439,23.0
250323,15.0
102968,155.0
213572,40.0
78761,38.0
226472,0.0
1526,51.0
135948,46.0
257121,7.0
59138,48.0
238463,36.0
202838,641.0
66710,3.0
318389,195.0
178743,6.0
133005,46.0
64621,3.0
290993,195.0
289104,8.0
129094,32.0
319026,45.0
172790,18.0
99317,36.0
121645,291.0
52867,154.0
236836,975.0
271035,0.0
156890,38.0
217744,8.0
312146,8.0
129210,3.0
215974,2.0
194789,21.0
2628,10.0
218024,16.0
270133,70.0
284848,3.0
293109,55.0
30767,415.0
117068,32.0
48558,156.0
247945,8.0
117637,48.0
66799,401.0
144141,10.0
46859,116.0
293233,8.0
43290,4.0
234473,691.0
230971,27.0
295809,32.0
322146,26.0
193487,23.0
141291,61.0
293169,9.0
191972,310.0
83855,87.0
282200,19.0
241435,247.0
101532,36.0
107268,29.0
235667,128.0
234149,18.0
244859,63.0
163747,20.0
82138,193.0
134703,28.0
91311,5.0
246960,5.0
36111,1.0
18552,65.0
87020,14.0
91890,8819.0
45623,70.0
150055,3.0
2140,1.0
207697,2.0
127721,48.0
238984,12.0
122286,1.0
114794,23.0
243940,3.0
62417,50.0
307365,13.0
74831,10.0
267644,16.0
17081,9.0
61989,802.0
182039,17.0
140779,11.0
150134,47.0
107531,28.0
239682,116.0
243621,20.0
171060,9.0
108708,78.0
44177,343.0
51221,55.0
161273,48.0
123399,25.0
231365,167.0
310722,33.0
310223,916.0
139133,425.0
261549,21.0
256823,12.0
311592,11.0
200594,15.0
58022,96.0
258588,234.0
11083,69.0
72393,11.0
308132,3469.0
78887,1.0
276940,66.0
248403,2060.0
181163,203.0
305863,57.0
193906,11.0
288137,212.0
124824,37.0
2746,15.0
189029,4.0
259066,25.0
287082,6.0
201925,5.0
79121,60.0
54160,85.0
76153,11470.0
27479,103.0
115731,46.0
206629,5.0
276268,5.0
266116,11.0
275923,5.0
313856,68.0
142072,708.0
205834,242.0
66737,3.0
149595,2.0
153,4.0
281242,1.0
170553,2.0
121010,12.0
285839,88.0
300323,68.0
98293,144.0
216768,0.0
220047,15.0
54906,0.0
284686,18.0
292654,1.0
219829,12.0
200110,18.0
169641,32.0
223291,178.0
62806,1.0
274495,17.0
193618,460.0
193044,12.0
28709,456.0
186945,19.0
178924,296.0
123973,33.0
15827,98.0
294558,12.0
212596,4.0
30947,14.0
218880,16.0
73844,33.0
211887,5.0
136207,28.0
307463,478.0
72484,3.0
169404,8.0
41266,133.0
13743,12.0
208140,62.0
177615,1.0
323290,20.0
74530,166.0
35958,26.0
55474,97.0
288802,10.0
256208,43.0
243769,4.0
254525,370.0
66938,29.0
37665,54.0
19055,55.0
248498,6.0
66535,29.0
75503,9.0
216625,13.0
100346,80.0
34839,36.0
200633,70.0
324009,13.0
209837,50.0
320833,102.0
68414,3.0
275194,19.0
93964,24.0
274747,1.0
36670,28.0
151970,30.0
80202,325.0
275616,578.0
227604,35.0
52910,14.0
105710,55.0
248183,485.0
102811,4.0
108887,301.0
164626,3.0
56131,12.0
270613,231.0
137386,531.0
124377,164.0
241768,14.0
231410,6.0
239460,11.0
49850,30.0
7681,40.0
274610,975.0
127227,20.0
85461,730.0
109102,33.0
180664,12.0
282224,57.0
171575,2.0
97206,15.0
305380,77.0
294789,33.0
39275,26.0
33970,34.0
133614,27.0
279409,29.0
57220,2.0
316347,34.0
205319,87.0
29090,139.0
97638,1.0
31102,46.0
106157,97.0
23438,9.0
258275,5.0
161320,13.0
70556,81.0
48163,283.0
57699,76.0
226929,33.0
77341,15.0
202205,29.0
141198,14.0
112278,9.0
324685,9.0
256736,337.0
202094,0.0
30243,14.0
297043,24.0
171562,786.0
321352,5.0
68788,97.0
120751,141.0
27806,37.0
243634,2.0
85661,86.0
140743,119.0
321128,22.0
46152,6.0
255497,1423.0
326734,51.0
277997,119.0
256298,427.0
44986,3.0
36646,11.0
321542,15.0
209375,296.0
40268,9.0
10982,7.0
85447,135.0
148352,472.0
29556,66.0
189314,789.0
140520,3.0
304276,13.0
34819,38.0
254553,68.0
32996,534.0
299207,1559.0
177385,56.0
118907,62.0
65838,61.0
41011,397.0
15413,466.0
101755,2.0
222907,9.0
281875,0.0
281061,12.0
234170,34.0
117909,68.0
188399,146.0
211494,97.0
291678,24.0
16292,3.0
306089,2.0
135432,1103.0
284119,344.0
277473,23.0
131600,7.0
133496,24.0
140019,2.0
3099,1245.0
234339,4.0
309776,18.0
40588,1.0
46147,1.0
45466,5.0
286217,20.0
198672,13.0
151668,33.0
209374,32.0
185609,312.0
147007,32.0
280059,0.0
1082,6.0
151758,186.0
105996,50.0
65982,119.0
207310,368.0
110815,9.0
20264,9.0
56456,21.0
72150,1.0
92418,29.0
305771,14.0
292045,55.0
270952,1.0
287890,39.0
236613,46.0
256129,1420.0
152480,109.0
92425,51.0
100130,124.0
295793,3.0
109748,195.0
42142,15.0
62942,14.0
228903,16.0
270483,23.0
246646,22.0
252714,4.0
291814,16.0
57620,7.0
270571,20.0
140559,4.0
314659,137.0
213704,6.0
166122,3.0
81207,57.0
252503,504.0
66006,17.0
322659,13.0
304022,79.0
263941,79.0
38335,14.0
195526,37.0
128493,45.0
31276,7.0
112799,1269.0
281259,129.0
278245,70.0
270076,0.0
201162,6.0
216920,48.0
126947,33.0
307340,12.0
101951,27.0
119765,2.0
790,80.0
84899,286.0
195054,39.0
33702,2.0
180205,15.0
56947,64.0
330016,3.0
187362,39.0
79528,13.0
259983,33.0
157930,56.0
272296,7.0
190526,2.0
238227,23.0
218752,5.0
178904,69.0
12213,19.0
318444,0.0
131535,13.0
36859,0.0
279752,57.0
262588,104.0
194311,57.0
288306,163.0
168795,156.0
80471,64.0
16011,6.0
140429,26.0
53763,5.0
105635,470.0
191819,4.0
110811,23.0
192401,6.0
2707,17.0
267834,14.0
193344,77.0
290039,83.0
7213,3.0
268904,244.0
219646,47.0
312069,498.0
282964,26.0
250637,68.0
315724,49.0
115545,73.0
148539,22.0
239128,108.0
266899,232.0
182359,54.0
92026,69.0
70758,16.0
86038,96.0
81725,39.0
439,124.0
131575,50.0
221275,80.0
212007,34.0
135073,11.0
161236,0.0
129163,54.0
174990,39.0
162212,501.0
108503,38.0
302501,450.0
14966,115.0
176086,158.0
152203,109.0
212857,72.0
54423,136.0
209219,20.0
290878,8.0
243591,16.0
134534,112.0
186504,21.0
326339,260.0
304175,658.0
278598,10251.0
109880,1.0
1451,14.0
50909,8.0
138391,169.0
73393,927.0
149443,4.0
282990,50.0
141683,109.0
117151,17.0
94658,4.0
51717,11.0
301208,110.0
112204,59.0
110921,83.0
231651,15.0
140722,4.0
315434,232.0
91005,68.0
217618,29.0
87930,6.0
295700,7.0
256382,75.0
163773,2.0
278444,1476.0
124175,404.0
277745,283.0
145050,40.0
11574,23.0
154227,123.0
88687,14.0
260919,10.0
182217,154.0
158242,900.0
4996,40.0
143855,1.0
121640,110.0
250215,688.0
115346,78.0
76188,994.0
153237,23.0
295073,11.0
126080,44.0
41317,448.0
141174,123.0
295190,667.0
35765,11.0
56874,79.0
17552,68.0
18638,2363.0
31772,84.0
26259,1178.0
323082,28.0
32427,1.0
137435,54.0
157875,203.0
42426,17.0
149951,101.0
114590,41.0
104158,7.0
281655,65.0
140821,12.0
161473,28.0
10947,910.0
103153,39.0
95493,184.0
88413,121.0
211395,75.0
90413,508.0
179970,7.0
187599,22.0
180443,3.0
219548,18.0
269733,3.0
21218,7.0
31375,13.0
9552,389.0
187508,51.0
127401,38.0
257446,58.0
81967,11.0
303943,74.0
55916,1.0
119938,14.0
15858,25.0
132579,219.0
103223,2069.0
305365,40.0
831,4.0
320603,2059.0
325746,6.0
51739,166.0
48590,55.0
95061,2.0
48082,1361.0
162433,167.0
191772,291.0
32504,6.0
313362,24.0
62755,19.0
276472,12.0
97319,366.0
110648,82.0
41801,480.0
286916,10.0
114216,2.0
131022,94.0
143031,0.0
308079,19.0
178629,267.0
27779,120.0
133179,7.0
327886,9.0
326202,14.0
166613,36.0
188836,22.0
71163,332.0
281147,4.0
273584,0.0
50889,12.0
85465,163.0
46582,4.0
129306,8.0
200740,15.0
65504,6.0
79739,2.0
247526,1257.0
209212,55.0
301787,4081.0
166002,12.0
33796,376.0
125874,1.0
146427,167.0
83897,20.0
149233,189.0
230227,477.0
286233,0.0
241114,24.0
45268,123.0
236252,15.0
277055,13.0
146446,65.0
15104,271.0
184104,0.0
53539,279.0
167208,5.0
112967,12.0
320586,32.0
291594,9.0
214337,8.0
304440,6.0
260641,17.0
58551,31.0
33154,14.0
55954,7.0
296405,3.0
53934,115.0
71936,23.0
218990,375.0
211333,18.0
8905,367.0
156886,8.0
98455,230.0
236903,682.0
16246,266.0
249803,22.0
96979,2674.0
279215,15.0
221121,3324.0
286984,25.0
228064,84.0
44536,39.0
152470,26.0
106920,22.0
3801,336.0
317813,3.0
65696,67.0
163183,19.0
69716,16.0
145100,116.0
78880,12.0
312305,8.0
14396,140.0
161135,5.0
272672,178.0
236007,11.0
327091,162.0
127681,7.0
50593,49.0
96942,13.0
206964,58.0
205746,432.0
268547,460.0
290474,5.0
33719,1.0
135560,17.0
23582,342.0
39924,4.0
59984,64.0
198337,0.0
83518,62.0
27103,73.0
76043,171.0
155717,17.0
310599,3.0
53785,1.0
291206,5.0
196060,39.0
42535,81.0
220144,2.0
45919,10.0
228670,12.0
119018,11.0
253825,5.0
106370,132.0
230951,44.0
292334,51.0
283870,32.0
305908,4211.0
53205,6.0
81999,7.0
63832,116.0
179989,3354.0
3754,8.0
325477,1.0
20914,8.0
243505,18.0
175510,20.0
210989,74.0
69435,115.0
150770,107.0
122795,19.0
183528,168.0
125020,3.0
94475,312.0
282231,78.0
126502,2.0
10943,27.0
279667,1.0
322526,1.0
99171,25.0
139804,94.0
56089,43.0
86215,22.0
177430,11.0
153068,8.0
279690,6.0
320962,21.0
36808,1007.0
307399,2.0
95139,50.0
322292,187.0
230392,8.0
70184,36.0
268971,278.0
191317,14.0
9136,225.0
305330,606.0
113634,79.0
126396,1427.0
205120,25.0
13748,3.0
179816,6339.0
268902,24.0
311816,123.0
211054,139.0
183016,17.0
263667,15.0
65815,221.0
62879,3.0
228048,4.0
165422,0.0
223977,11.0
221677,3.0
65216,51.0
50023,1392.0
40352,7.0
47773,1.0
10570,8.0
172851,0.0
258520,45.0
299559,243.0
2629,6.0
253870,27.0
312793,80.0
200271,20.0
260328,301.0
316691,14.0
110169,48.0
92494,45.0
82388,33.0
219441,37.0
79915,1.0
155689,2.0
113053,17.0
19746,0.0
31812,41.0
217036,5.0
126669,56.0
27336,22.0
253960,62.0
202811,16.0
196055,45.0
59885,42.0
97,22.0
295966,5.0
241051,16.0
98840,18.0
144380,20.0
321551,93.0
209502,1660.0
138980,6.0
203748,42.0
61621,202.0
301223,143.0
137544,114.0
306173,5829.0
265508,8.0
218510,1.0
248422,6404.0
219187,62.0
186299,89.0
64426,2.0
133965,15.0
311959,60.0
191366,333.0
39457,1143.0
109335,267.0
269261,49.0
248674,90.0
213661,29.0
80585,5.0
306195,8.0
263013,24.0
72545,224.0
224809,4.0
71972,0.0
244742,12.0
158400,1822.0
176338,12.0
105265,203.0
303493,105.0
14221,8.0
85469,13.0
83355,7.0
113667,26.0
157469,358.0
116975,16.0
101539,18.0
264952,11.0
116711,8.0
311455,13.0
242380,145.0
11962,6.0
139023,0.0
104370,35.0
138958,13.0
12545,22.0
238173,8.0
240870,16.0
171610,72.0
297834,15.0
263432,1.0
103219,69.0
260269,21.0
43297,1.0
260566,2.0
326514,167.0
15122,81.0
48898,6.0
168455,54.0
102148,326.0
275509,10.0
153124,8.0
245603,77.0
237006,4.0
314733,96.0
198997,92.0
101037,3506.0
156909,33.0
70199,51.0
113479,12.0
307426,1.0
239946,7.0
243320,3.0
117,5.0
199930,47.0
77212,50.0
297776,63.0
31249,14.0
75773,37.0
25170,5.0
8275,11.0
293405,36.0
56258,118.0
206288,12.0
147354,520.0
318698,792.0
55014,30.0
235018,9.0
20552,35.0
315871,26.0
33789,27.0
230437,1.0
300873,0.0
263138,20.0
150385,658.0
162934,158.0
95348,25.0
77770,562.0
29995,1.0
98446,77.0
215411,17.0
115143,108.0
329608,26.0
315623,15.0
253296,0.0
98743,27.0
176946,4.0
11133,78.0
307988,52.0
162930,21.0
107518,82.0
265866,21.0
95087,12.0
50109,15.0
166841,140.0
44383,3.0
196027,2.0
119777,5.0
299408,7.0
226750,1.0
188057,4.0
30748,5.0
3262,109.0
315002,10.0
318888,1.0
275816,121.0
162302,110.0
42842,22.0
177422,15.0
274565,59.0
10090,8.0
122314,0.0
196408,412.0
21498,7.0
173577,307.0
221948,756.0
173464,34.0
140777,69.0
306981,24.0
329954,1825.0
75597,63.0
89038,114.0
215159,23.0
168181,9.0
178060,7.0
235964,52.0
321869,201.0
148249,259.0
205378,47.0
48128,10.0
254839,34.0
117027,27.0
221220,1.0
131899,1.0
165663,21.0
212034,4.0
299688,16.0
311962,103.0
256116,292.0
167848,108.0
204442,25.0
257490,7.0
52788,20.0
32329,9.0
144084,84.0
196716,135.0
44503,13.0
138078,237.0
82699,5.0
43531,35.0
328295,11718.0
168120,1.0
124056,1417.0
41761,130.0
329345,5.0
142617,13.0
243461,190.0
81112,130.0
13013,12.0
94085,12.0
302814,1.0
316286,4.0
17704,43.0
284709,8.0
16278,13.0
92579,1.0
301887,366.0
95365,41.0
209090,186.0
64945,1371.0
22411,139.0
281414,254.0
48265,26.0
50599,3.0
215762,4.0
281450,3.0
52567,60.0
132989,10.0
323020,27.0
202922,136.0
259773,21.0
49400,7.0
121708,4.0
28665,48.0
89478,17.0
37128,3.0
97906,8.0
58424,102.0
85366,39.0
59508,35.0
60235,3.0
174147,8.0
185374,711.0
28157,29.0
214811,139.0
225010,7.0
184006,6.0
78113,8.0
200161,109.0
265020,474.0
212232,147.0
8030,48.0
167615,28.0
312245,32.0
103398,12.0
310174,45.0
65755,4893.0
42379,25.0
297888,58.0
126674,3.0
277197,18.0
292472,124.0
280357,466.0
301232,108.0
214655,35.0
200515,7.0
291354,937.0
75754,27.0
220725,19.0
132240,16.0
139568,74.0
117884,584.0
265691,13.0
41949,34.0
125015,29.0
140501,24.0
60884,7.0
82691,8.0
33090,84.0
117859,3.0
27496,15.0
230808,1.0
29338,1523.0
160638,11.0
186594,18.0
180712,64.0
121109,15.0
170650,2262.0
30071,14.0
306809,1488.0
14225,129.0
93085,23.0
300413,2.0
224706,317.0
187760,2.0
135710,4.0
235169,227.0
174614,72.0
6681,4.0
113308,141.0
320507,31.0
74367,1323.0
216062,3.0
265749,46.0
176355,18.0
297006,4.0
248661,244.0
224593,85.0
89111,3.0
246245,6.0
68642,135.0
24624,1723.0
266843,410.0
16336,117.0
137812,950.0
186656,5.0
79072,11.0
326178,5.0
276819,42.0
54225,361.0
270950,9.0
34130,5.0
250113,6.0
15316,4178.0
185371,996.0
89087,14.0
222139,10.0
47644,117.0
100335,50.0
294252,24.0
123507,5.0
261957,6.0
24455,22.0
38060,209.0
158190,62.0
17123,40.0
129304,7.0
277223,5.0
190075,19.0
208771,3.0
208183,358.0
267537,251.0
282543,4287.0
110107,588.0
288567,170.0
270523,6.0
181799,12.0
129771,147.0
112612,88.0
61054,22.0
579,6.0
218107,8.0
200954,91.0
272119,113.0
144471,205.0
286310,6.0
111419,7.0
312177,64.0
319169,20.0
307153,13.0
26011,58.0
227887,129.0
168970,15.0
316037,129.0
267436,3.0
179171,4.0
72567,1386.0
182722,15.0
322344,149.0
141836,28.0
106723,32.0
155645,46.0
122401,2.0
109609,43.0
203396,13.0
43106,2.0
304145,830.0
262242,53.0
34724,5.0
118585,14.0
578,68.0
211077,912.0
212644,39.0
85059,24.0
292191,64.0
228818,0.0
236997,20.0
194718,24.0
217936,134.0
318430,35.0
251765,2.0
109828,3.0
104721,72.0
120797,46.0
57002,6.0
266112,227.0
99349,6.0
41030,186.0
253905,1.0
191107,16.0
184304,45.0
111255,25.0
259271,143.0
75107,25.0
124494,235.0
271475,27.0
254609,61.0
270681,39.0
181122,3.0
323152,18.0
111020,28.0
24256,7.0
116569,974.0
14913,163.0
295906,1055.0
193254,11.0
265947,12.0
146832,204.0
273942,21.0
137751,917.0
95167,181.0
199140,39.0
263116,9.0
265488,3295.0
19161,12.0
280358,15.0
118059,266.0
42670,27.0
202858,17.0
96417,4.0
80888,18.0
176512,30.0
268323,10.0
278785,2595.0
241267,766.0
241231,41.0
222329,204.0
135348,38.0
179649,198.0
242840,143.0
41475,255.0
251288,68.0
96303,8.0
221747,55.0
178291,9.0
282124,58.0
265490,1.0
6849,363.0
226408,77.0
161124,36.0
297259,4.0
266144,7.0
128574,365.0
66801,19.0
38587,85.0
206598,42.0
121247,11.0
102524,228.0
235678,24.0
102769,838.0
203391,15.0
308638,2.0
276180,902.0
323010,1.0
10976,399.0
202747,440.0
163515,89.0
219358,23.0
249634,7.0
185779,11.0
318174,84.0
199105,336.0
149154,11.0
73725,356.0
1761,339.0
278519,3.0
29395,131.0
160128,177.0
105539,59.0
108256,13.0
186246,6.0
255188,14.0
217923,84.0
6300,23.0
296844,41.0
249756,17.0
32203,190.0
114971,8216.0
323582,146.0
12954,11.0
256262,284.0
76157,38.0
261557,13.0
66873,149.0
47623,1.0
98116,44.0
255606,2213.0
195298,0.0
217093,105.0
180301,4.0
182218,63.0
7440,49.0
92522,55.0
22946,4.0
267115,7.0
319921,175.0
13491,1640.0
109702,5481.0
69670,34.0
40262,1.0
129658,19.0
148001,36.0
209676,5.0
159245,65.0
242096,16.0
309988,895.0
117115,17.0
327626,7.0
4702,364.0
278355,19.0
163304,54.0
96666,2.0
6633,42.0
35503,130.0
18856,16.0
155836,72.0
4081,74.0
318918,21.0
68993,2.0
107376,67.0
129393,165.0
155144,567.0
82687,16.0
107054,1.0
49302,32.0
282046,76.0
188322,1328.0
274281,60.0
323112,0.0
268785,24.0
14718,14.0
160660,3.0
124890,25.0
317362,13.0
62291,4.0
136706,1.0
41754,4.0
267654,102.0
285688,2268.0
226188,303.0
134753,366.0
27875,1340.0
54490,241.0
181643,8.0
50933,3.0
117900,10.0
1955,108.0
45500,3.0
275274,66.0
138127,81.0
272607,38.0
122745,8.0
184599,8.0
118924,33.0
323991,20.0
14613,22.0
199852,65.0
98966,2.0
101221,29.0
190078,0.0
282590,7.0
190072,1.0
126681,8.0
71584,23.0
257495,11.0
146562,30.0
86213,15.0
176949,242.0
31225,8.0
207554,18.0
157369,3.0
253140,549.0
317894,2.0
152696,234.0
51486,145.0
122507,6.0
312632,9.0
203279,20.0
260319,334.0
235696,4.0
124926,11.0
7473,71.0
293217,174.0
137149,3.0
210671,1.0
63091,8.0
107580,3.0
87140,16.0
193591,17.0
148710,12.0
180392,170.0
103133,3.0
57523,23.0
173232,37.0
191655,233.0
42598,2.0
295341,70.0
279980,165.0
178973,4.0
91089,7.0
203108,2.0
89948,2.0
250725,271.0
305397,15.0
6706,31.0
148701,733.0
264248,99.0
86167,1162.0
165081,41.0
162797,53.0
136192,8.0
218010,449.0
219949,18.0
258137,23.0
212661,18.0
36945,95.0
14341,34.0
187284,58.0
272029,10.0
248395,2.0
271757,13.0
257476,2.0
45149,3.0
69715,160.0
298403,21.0
178684,4.0
203469,2.0
289284,226.0
223593,39.0
126423,5.0
206226,9.0
245291,14.0
182912,40.0
92856,239.0
40745,55.0
169421,1468.0
223993,132.0
278198,4.0
254151,44.0
27739,279.0
219035,2.0
228538,37.0
32645,15.0
253486,29.0
136559,13.0
51271,4.0
213069,0.0
270903,229.0
171706,2.0
306858,28.0
230210,4.0
50902,44.0
231771,38.0
322279,14.0
242199,2863.0
329837,107.0
109739,10.0
221084,94.0
287912,7.0
21814,18.0
33472,2.0
40091,25.0
205644,36.0
223318,3.0
293297,291.0
316343,1633.0
93382,8.0
254492,20.0
203605,456.0
59363,5.0
173492,5.0
14449,3.0
290901,49.0
256797,7.0
118791,225.0
325688,47.0
284051,14.0
329277,11.0
176455,11.0
115673,476.0
205107,38.0
255446,317.0
186433,1.0
81916,267.0
262311,19.0
298699,2474.0
172649,7.0
263234,13.0
67028,37.0
311130,2.0
315449,20.0
78529,6.0
278326,57.0
269495,2093.0
159939,191.0
68481,13.0
65573,119.0
53863,38.0
312535,12.0
180913,23.0
264187,12.0
163431,43.0
148790,113.0
187029,288.0
81544,4.0
21333,9.0
237704,4.0
168605,8.0
190333,299.0
291478,0.0
4120,20.0
304378,692.0
164456,37.0
217118,7.0
207109,257.0
189751,9.0
73654,110.0
274024,17.0
20220,34.0
264473,2.0
266320,8.0
62557,44.0
92810,38.0
15249,4.0
135512,227.0
235146,18.0
112975,311.0
10320,43.0
21973,139.0
53968,45.0
126081,113.0
290497,25.0
237674,36.0
79636,30.0
58533,1.0
216984,0.0
38007,16.0
283717,2.0
15530,19.0
29007,4961.0
125854,74.0
124638,695.0
22137,7.0
200522,108.0
169139,101.0
15025,67.0
223777,29.0
321564,95.0
87500,134.0
263317,601.0
135119,31762.0
276321,40.0
58300,6.0
26429,916.0
266057,43.0
111637,1.0
7076,79.0
228585,17.0
63178,865.0
180274,604.0
22859,19.0
138730,22.0
325394,126.0
150166,116.0
269556,247.0
70256,1.0
265058,394.0
64230,3.0
68249,59.0
75835,237.0
228004,84.0
96197,4.0
20269,21.0
39693,95.0
19399,663.0
82457,42.0
319514,4.0
11694,9.0
258292,95.0
238628,173.0
329310,9.0
146509,89.0
289500,5.0
237187,95.0
131674,60.0
67088,155.0
215385,1.0
294597,270.0
196108,15.0
311652,7.0
67365,34.0
301024,51.0
7351,4.0
244829,129.0
70558,6.0
16385,12.0
53620,718.0
199402,127.0
224171,16.0
201565,118.0
211628,15.0
36637,14.0
291282,9.0
91510,629.0
92765,31.0
189141,3.0
220499,5.0
231148,749.0
76872,8.0
136351,31.0
182148,67.0
272416,87.0
14672,308.0
224140,340.0
66577,33.0
237488,33.0
184332,12.0
164550,18.0
263392,8.0
311135,0.0
250590,25.0
32955,185.0
12903,132.0
167742,2.0
178318,2.0
22934,273.0
12496,14.0
309276,428.0
297611,73.0
280168,1.0
129825,258.0
158615,1.0
99132,24.0
131867,21.0
257645,13.0
123447,5.0
318939,1.0
72475,17.0
15906,4.0
257944,7.0
214745,253.0
301449,10.0
95405,35.0
117530,3.0
99789,17.0
17905,179.0
236101,124.0
323244,2.0
223429,11.0
83145,35.0
303135,63.0
174195,48.0
300354,26.0
209823,93.0
211917,230.0
21340,52.0
47346,10.0
261069,9.0
257417,22.0
236280,189.0
209218,85.0
18749,16.0
107195,14.0
127971,65.0
290232,10.0
175541,80.0
182186,3.0
300939,18.0
